Start,End,Reward
S_50,S_85,-1
S_50,S_86,-1
S_50,S_87,-1
S_50,S_88,-1
S_50,S_89,-1
S_50,S_90,0
S_50,S_91,-1
S_50,S_92,-1
S_50,S_93,-1
S_50,S_94,-1
S_50,S_95,-1
S_50,S_96,-1
S_50,S_97,-1
S_50,S_98,-1
S_50,S_99,-1
S_51,Goal,-1
S_51,Goal,-1
S_51,Goal,-1
S_51,S_00,-1
S_51,S_01,-1
S_51,S_02,-1
S_51,S_03,-1
S_51,S_04,-1
S_51,S_05,-1
S_51,S_05,-1
S_51,S_05,-1
S_51,S_06,-1
S_51,S_06,-1
S_51,S_06,-1
S_51,S_07,-1
S_51,S_07,-1
S_51,S_07,-1
S_51,S_08,-1
S_51,S_08,-1
S_51,S_09,-1
S_51,S_09,-1
S_51,S_10,-1
S_51,S_11,-1
S_51,S_12,-1
S_51,S_13,-1
S_51,S_14,-1
S_51,S_14,-1
S_51,S_14,-1
S_51,S_15,-1
S_51,S_15,-1
S_51,S_15,-1
S_51,S_16,-1
S_51,S_16,-1
S_51,S_16,-1
S_51,S_17,-1
S_51,S_17,-1
S_51,S_18,-1
S_51,S_18,-1
S_51,S_19,-1
S_51,S_19,-1
S_51,S_20,-1
S_51,S_21,0
S_51,S_22,-1
S_51,S_23,-1
S_51,S_24,-1
S_51,S_25,-1
S_51,S_25,-1
S_51,S_26,-1
S_51,S_26,-1
S_51,S_27,-1
S_51,S_27,-1
S_51,S_28,-1
S_51,S_29,-1
S_51,S_30,-1
S_51,S_31,0
S_51,S_32,-1
S_51,S_33,-1
S_51,S_34,-1
S_51,S_35,-1
S_51,S_36,-1
S_51,S_37,-1
S_51,S_38,-1
S_51,S_39,-1
S_51,S_40,-1
S_51,S_41,0
S_51,S_42,-1
S_51,S_42,-1
S_51,S_42,-1
S_51,S_43,-1
S_51,S_44,-1
S_51,S_45,-1
S_51,S_46,-1
S_51,S_47,-1
S_51,S_48,-1
S_51,S_49,-1
S_51,S_50,0
S_51,S_51,0
S_51,S_52,-1
S_51,S_53,-1
S_51,S_54,-1
S_51,S_55,-1
S_51,S_56,-1
S_51,S_57,-1
S_51,S_58,-1
S_51,S_59,-1
S_51,S_60,-1
S_51,S_61,-1
S_51,S_62,-1
S_51,S_62,-1
S_51,S_62,-1
S_51,S_63,-1
S_51,S_64,-1
S_51,S_65,-1
S_51,S_66,-1
S_51,S_67,-1
S_51,S_68,-1
S_51,S_69,-1
S_51,S_70,-1
S_51,S_71,-1
S_51,S_72,-1
S_51,S_72,-1
S_51,S_73,-1
S_51,S_73,-1
S_51,S_73,-1
S_51,S_74,-1
S_51,S_74,-1
S_51,S_74,-1
S_51,S_75,-1
S_51,S_75,-1
S_51,S_75,-1
S_51,S_76,-1
S_51,S_77,-1
S_51,S_78,-1
S_51,S_79,-1
S_51,S_80,-1
S_51,S_81,-1
S_51,S_82,-1
S_51,S_83,-1
S_51,S_83,-1
S_51,S_83,-1
S_51,S_84,-1
S_51,S_84,-1
S_51,S_84,-1
S_51,S_85,-1
S_51,S_85,-1
S_51,S_85,-1
S_51,S_86,-1
S_51,S_86,-1
S_51,S_86,-1
S_51,S_87,-1
S_51,S_87,-1
S_51,S_87,-1
S_51,S_88,-1
S_51,S_89,-1
S_51,S_90,-1
S_51,S_91,-1
S_51,S_92,-1
S_51,S_93,-1
S_51,S_93,-1
S_51,S_94,-1
S_51,S_94,-1
S_51,S_94,-1
S_51,S_95,-1
S_51,S_95,-1
S_51,S_95,-1
S_51,S_96,-1
S_51,S_96,-1
S_51,S_96,-1
S_51,S_97,-1
S_51,S_97,-1
S_51,S_97,-1
S_51,S_98,-1
S_51,S_98,-1
S_51,S_98,-1
S_51,S_99,-1
S_51,S_99,-1
S_51,S_99,-1
S_52,Goal,-1
S_52,S_00,-1
S_52,S_01,-1
S_52,S_02,-1
S_52,S_03,-1
S_52,S_04,-1
S_52,S_05,-1
S_52,S_05,-1
S_52,S_06,-1
S_52,S_06,-1
S_52,S_07,-1
S_52,S_07,-1
S_52,S_08,-1
S_52,S_08,-1
S_52,S_09,-1
S_52,S_09,-1
S_52,S_10,-1
S_52,S_10,-1
S_52,S_10,-1
S_52,S_11,-1
S_52,S_12,-1
S_52,S_13,-1
S_52,S_14,-1
S_52,S_15,-1
S_52,S_15,-1
S_52,S_16,-1
S_52,S_16,-1
S_52,S_17,-1
S_52,S_17,-1
S_52,S_18,-1
S_52,S_18,-1
S_52,S_19,-1
S_52,S_19,-1
S_52,S_20,-1
S_52,S_20,-1
S_52,S_20,-1
S_52,S_21,-1
S_52,S_22,-1
S_52,S_23,-1
S_52,S_24,-1
S_52,S_24,-1
S_52,S_25,-1
S_52,S_25,-1
S_52,S_26,-1
S_52,S_26,-1
S_52,S_27,-1
S_52,S_27,-1
S_52,S_28,-1
S_52,S_28,-1
S_52,S_29,-1
S_52,S_30,-1
S_52,S_30,-1
S_52,S_30,-1
S_52,S_31,-1
S_52,S_31,-1
S_52,S_32,-1
S_52,S_33,-1
S_52,S_34,-1
S_52,S_34,-1
S_52,S_35,-1
S_52,S_35,-1
S_52,S_36,-1
S_52,S_37,-1
S_52,S_38,-1
S_52,S_39,-1
S_52,S_40,-1
S_52,S_40,-1
S_52,S_41,-1
S_52,S_41,-1
S_52,S_41,-1
S_52,S_42,-1
S_52,S_43,-1
S_52,S_43,-1
S_52,S_44,-1
S_52,S_45,-1
S_52,S_46,-1
S_52,S_47,-1
S_52,S_47,-1
S_52,S_48,-1
S_52,S_48,-1
S_52,S_49,-1
S_52,S_50,-1
S_52,S_51,-1
S_52,S_52,0
S_52,S_53,0
S_52,S_54,-1
S_52,S_55,-1
S_52,S_56,-1
S_52,S_57,-1
S_52,S_58,-1
S_52,S_59,-1
S_52,S_60,-1
S_52,S_60,-1
S_52,S_60,-1
S_52,S_61,-1
S_52,S_61,-1
S_52,S_61,-1
S_52,S_62,-1
S_52,S_63,-1
S_52,S_64,-1
S_52,S_65,-1
S_52,S_66,-1
S_52,S_67,-1
S_52,S_68,-1
S_52,S_69,-1
S_52,S_70,-1
S_52,S_70,-1
S_52,S_70,-1
S_52,S_71,-1
S_52,S_71,-1
S_52,S_71,-1
S_52,S_72,-1
S_52,S_73,-1
S_52,S_74,-1
S_52,S_75,-1
S_52,S_76,-1
S_52,S_77,-1
S_52,S_77,-1
S_52,S_78,-1
S_52,S_78,-1
S_52,S_79,-1
S_52,S_79,-1
S_52,S_80,-1
S_52,S_80,-1
S_52,S_80,-1
S_52,S_81,-1
S_52,S_82,-1
S_52,S_83,-1
S_52,S_84,-1
S_52,S_85,-1
S_52,S_86,-1
S_52,S_87,-1
S_52,S_88,-1
S_52,S_89,-1
S_52,S_89,-1
S_52,S_90,-1
S_52,S_90,-1
S_52,S_90,-1
S_52,S_91,-1
S_52,S_92,-1
S_52,S_93,-1
S_52,S_94,-1
S_52,S_95,-1
S_52,S_96,-1
S_52,S_97,-1
S_52,S_98,-1
S_52,S_99,-1
S_53,Goal,-1
S_53,Goal,-1
S_53,S_00,-1
S_53,S_00,-1
S_53,S_01,-1
S_53,S_02,-1
S_53,S_03,-1
S_53,S_04,-1
S_53,S_05,-1
S_53,S_06,-1
S_53,S_06,-1
S_53,S_06,-1
S_53,S_07,-1
S_53,S_07,-1
S_53,S_07,-1
S_53,S_08,-1
S_53,S_08,-1
S_53,S_08,-1
S_53,S_09,-1
S_53,S_09,-1
S_53,S_09,-1
S_53,S_10,-1
S_53,S_10,-1
S_53,S_11,-1
S_53,S_12,-1
S_53,S_13,-1
S_53,S_14,-1
S_53,S_15,-1
S_53,S_15,-1
S_53,S_16,-1
S_53,S_16,-1
S_53,S_16,-1
S_53,S_17,-1
S_53,S_17,-1
S_53,S_17,-1
S_53,S_18,-1
S_53,S_18,-1
S_53,S_18,-1
S_53,S_19,-1
S_53,S_19,-1
S_53,S_19,-1
S_53,S_20,-1
S_53,S_20,-1
S_53,S_21,-1
S_53,S_21,-1
S_53,S_22,-1
S_53,S_23,-1
S_53,S_24,-1
S_53,S_25,-1
S_53,S_25,-1
S_53,S_25,-1
S_53,S_26,-1
S_53,S_26,-1
S_53,S_26,-1
S_53,S_27,-1
S_53,S_27,-1
S_53,S_27,-1
S_53,S_28,-1
S_53,S_28,-1
S_53,S_29,-1
S_53,S_29,-1
S_53,S_30,-1
S_53,S_30,-1
S_53,S_31,-1
S_53,S_31,-1
S_53,S_32,-1
S_53,S_33,-1
S_53,S_34,-1
S_53,S_34,-1
S_53,S_35,-1
S_53,S_35,-1
S_53,S_35,-1
S_53,S_36,-1
S_53,S_36,-1
S_53,S_37,-1
S_53,S_37,-1
S_53,S_38,-1
S_53,S_39,-1
S_53,S_40,-1
S_53,S_41,-1
S_53,S_41,-1
S_53,S_42,-1
S_53,S_42,-1
S_53,S_43,-1
S_53,S_44,-1
S_53,S_44,-1
S_53,S_44,-1
S_53,S_45,-1
S_53,S_45,-1
S_53,S_46,-1
S_53,S_47,-1
S_53,S_48,-1
S_53,S_49,-1
S_53,S_50,-1
S_53,S_51,-1
S_53,S_52,0
S_53,S_53,0
S_53,S_54,-1
S_53,S_55,-1
S_53,S_56,-1
S_53,S_57,-1
S_53,S_58,-1
S_53,S_59,-1
S_53,S_60,-1
S_53,S_61,-1
S_53,S_62,-1
S_53,S_63,0
S_53,S_64,-1
S_53,S_64,-1
S_53,S_65,-1
S_53,S_66,-1
S_53,S_67,-1
S_53,S_68,-1
S_53,S_69,-1
S_53,S_70,-1
S_53,S_71,-1
S_53,S_72,-1
S_53,S_73,-1
S_53,S_74,-1
S_53,S_74,-1
S_53,S_75,-1
S_53,S_75,-1
S_53,S_76,-1
S_53,S_76,-1
S_53,S_77,-1
S_53,S_78,-1
S_53,S_79,-1
S_53,S_80,-1
S_53,S_81,-1
S_53,S_82,-1
S_53,S_83,-1
S_53,S_84,-1
S_53,S_85,-1
S_53,S_85,-1
S_53,S_86,-1
S_53,S_86,-1
S_53,S_87,-1
S_53,S_87,-1
S_53,S_88,-1
S_53,S_89,-1
S_53,S_90,-1
S_53,S_91,-1
S_53,S_92,-1
S_53,S_93,-1
S_53,S_94,-1
S_53,S_95,-1
S_53,S_96,-1
S_53,S_96,-1
S_53,S_97,-1
S_53,S_97,-1
S_53,S_98,-1
S_53,S_98,-1
S_53,S_99,-1
S_54,Goal,-1
S_54,S_00,-1
S_54,S_00,-1
S_54,S_00,-1
S_54,S_01,-1
S_54,S_01,-1
S_54,S_02,-1
S_54,S_03,-1
S_54,S_03,-1
S_54,S_04,-1
S_54,S_05,-1
S_54,S_06,-1
S_54,S_07,-1
S_54,S_07,-1
S_54,S_08,-1
S_54,S_08,-1
S_54,S_09,-1
S_54,S_09,-1
S_54,S_10,-1
S_54,S_10,-1
S_54,S_10,-1
S_54,S_11,-1
S_54,S_11,-1
S_54,S_11,-1
S_54,S_12,-1
S_54,S_12,-1
S_54,S_13,-1
S_54,S_14,-1
S_54,S_15,-1
S_54,S_16,-1
S_54,S_17,-1
S_54,S_17,-1
S_54,S_18,-1
S_54,S_18,-1
S_54,S_19,-1
S_54,S_19,-1
S_54,S_20,-1
S_54,S_20,-1
S_54,S_20,-1
S_54,S_21,-1
S_54,S_21,-1
S_54,S_21,-1
S_54,S_22,-1
S_54,S_22,-1
S_54,S_22,-1
S_54,S_23,-1
S_54,S_24,-1
S_54,S_25,-1
S_54,S_26,-1
S_54,S_26,-1
S_54,S_27,-1
S_54,S_27,-1
S_54,S_28,-1
S_54,S_28,-1
S_54,S_29,-1
S_54,S_30,-1
S_54,S_31,-1
S_54,S_31,-1
S_54,S_31,-1
S_54,S_32,-1
S_54,S_32,-1
S_54,S_32,-1
S_54,S_33,-1
S_54,S_34,0
S_54,S_35,-1
S_54,S_35,-1
S_54,S_36,-1
S_54,S_36,-1
S_54,S_37,-1
S_54,S_38,-1
S_54,S_39,-1
S_54,S_40,-1
S_54,S_41,-1
S_54,S_42,-1
S_54,S_42,-1
S_54,S_43,-1
S_54,S_43,-1
S_54,S_43,-1
S_54,S_44,0
S_54,S_45,-1
S_54,S_45,-1
S_54,S_46,-1
S_54,S_47,-1
S_54,S_48,-1
S_54,S_49,-1
S_54,S_50,-1
S_54,S_51,-1
S_54,S_52,-1
S_54,S_53,-1
S_54,S_54,0
S_54,S_55,-1
S_54,S_56,-1
S_54,S_57,-1
S_54,S_58,-1
S_54,S_59,-1
S_54,S_60,-1
S_54,S_61,-1
S_54,S_62,-1
S_54,S_63,-1
S_54,S_63,-1
S_54,S_64,0
S_54,S_65,-1
S_54,S_65,-1
S_54,S_66,-1
S_54,S_67,-1
S_54,S_68,-1
S_54,S_69,-1
S_54,S_70,-1
S_54,S_71,-1
S_54,S_71,-1
S_54,S_72,-1
S_54,S_72,-1
S_54,S_73,-1
S_54,S_73,-1
S_54,S_74,0
S_54,S_75,-1
S_54,S_76,-1
S_54,S_77,-1
S_54,S_78,-1
S_54,S_79,-1
S_54,S_80,-1
S_54,S_80,-1
S_54,S_81,-1
S_54,S_81,-1
S_54,S_82,-1
S_54,S_82,-1
S_54,S_83,-1
S_54,S_84,-1
S_54,S_85,-1
S_54,S_86,-1
S_54,S_86,-1
S_54,S_87,-1
S_54,S_87,-1
S_54,S_88,-1
S_54,S_88,-1
S_54,S_89,-1
S_54,S_89,-1
S_54,S_90,-1
S_54,S_90,-1
S_54,S_91,-1
S_54,S_91,-1
S_54,S_92,-1
S_54,S_92,-1
S_54,S_93,-1
S_54,S_94,-1
S_54,S_95,-1
S_54,S_96,-1
S_54,S_96,-1
S_54,S_97,-1
S_54,S_97,-1
S_54,S_98,-1
S_54,S_98,-1
S_54,S_99,-1
S_54,S_99,-1
S_55,Goal,-1
S_55,S_00,-1
S_55,S_00,-1
S_55,S_01,-1
S_55,S_01,-1
S_55,S_02,-1
S_55,S_02,-1
S_55,S_03,-1
S_55,S_04,-1
S_55,S_04,-1
S_55,S_05,-1
S_55,S_06,-1
S_55,S_06,-1
S_55,S_07,-1
S_55,S_08,-1
S_55,S_09,-1
S_55,S_10,-1
S_55,S_10,-1
S_55,S_11,-1
S_55,S_11,-1
S_55,S_12,-1
S_55,S_12,-1
S_55,S_13,-1
S_55,S_13,-1
S_55,S_14,-1
S_55,S_15,-1
S_55,S_16,-1
S_55,S_17,-1
S_55,S_18,-1
S_55,S_19,-1
S_55,S_20,-1
S_55,S_21,-1
S_55,S_21,-1
S_55,S_22,-1
S_55,S_22,-1
S_55,S_23,-1
S_55,S_23,-1
S_55,S_24,-1
S_55,S_25,-1
S_55,S_26,-1
S_55,S_27,-1
S_55,S_28,-1
S_55,S_29,-1
S_55,S_30,-1
S_55,S_31,-1
S_55,S_32,-1
S_55,S_33,-1
S_55,S_33,-1
S_55,S_34,-1
S_55,S_34,-1
S_55,S_35,-1
S_55,S_36,-1
S_55,S_37,-1
S_55,S_38,-1
S_55,S_39,-1
S_55,S_40,-1
S_55,S_41,-1
S_55,S_42,-1
S_55,S_43,-1
S_55,S_44,-1
S_55,S_44,-1
S_55,S_45,0
S_55,S_46,-1
S_55,S_47,-1
S_55,S_48,-1
S_55,S_48,-1
S_55,S_48,-1
S_55,S_49,-1
S_55,S_49,-1
S_55,S_49,-1
S_55,S_50,-1
S_55,S_51,-1
S_55,S_52,-1
S_55,S_53,-1
S_55,S_54,-1
S_55,S_55,0
S_55,S_56,0
S_55,S_57,-1
S_55,S_58,-1
S_55,S_59,-1
S_55,S_60,-1
S_55,S_61,-1
S_55,S_62,-1
S_55,S_63,-1
S_55,S_64,-1
S_55,S_64,-1
S_55,S_65,0
S_55,S_66,-1
S_55,S_67,-1
S_55,S_68,-1
S_55,S_69,-1
S_55,S_70,-1
S_55,S_71,-1
S_55,S_72,-1
S_55,S_72,-1
S_55,S_73,-1
S_55,S_73,-1
S_55,S_74,-1
S_55,S_74,-1
S_55,S_75,-1
S_55,S_76,-1
S_55,S_77,-1
S_55,S_78,-1
S_55,S_79,-1
S_55,S_80,-1
S_55,S_81,-1
S_55,S_81,-1
S_55,S_82,-1
S_55,S_82,-1
S_55,S_83,-1
S_55,S_83,-1
S_55,S_84,-1
S_55,S_85,-1
S_55,S_86,-1
S_55,S_86,-1
S_55,S_86,-1
S_55,S_87,-1
S_55,S_88,-1
S_55,S_89,-1
S_55,S_90,-1
S_55,S_90,-1
S_55,S_91,-1
S_55,S_91,-1
S_55,S_92,-1
S_55,S_92,-1
S_55,S_93,-1
S_55,S_93,-1
S_55,S_94,-1
S_55,S_95,-1
S_55,S_96,-1
S_55,S_97,-1
S_55,S_98,-1
S_55,S_99,-1
S_56,Goal,-1
S_56,S_00,-1
S_56,S_01,-1
S_56,S_02,-1
S_56,S_03,-1
S_56,S_04,-1
S_56,S_05,-1
S_56,S_06,-1
S_56,S_07,-1
S_56,S_08,-1
S_56,S_08,-1
S_56,S_09,-1
S_56,S_09,-1
S_56,S_10,-1
S_56,S_11,-1
S_56,S_12,-1
S_56,S_13,-1
S_56,S_14,-1
S_56,S_15,-1
S_56,S_16,-1
S_56,S_17,-1
S_56,S_18,-1
S_56,S_18,-1
S_56,S_19,-1
S_56,S_19,-1
S_56,S_19,-1
S_56,S_20,-1
S_56,S_20,-1
S_56,S_21,-1
S_56,S_22,-1
S_56,S_23,-1
S_56,S_24,-1
S_56,S_25,-1
S_56,S_26,-1
S_56,S_27,-1
S_56,S_28,-1
S_56,S_28,-1
S_56,S_28,-1
S_56,S_29,-1
S_56,S_29,-1
S_56,S_29,-1
S_56,S_30,-1
S_56,S_30,-1
S_56,S_31,-1
S_56,S_31,-1
S_56,S_32,-1
S_56,S_33,-1
S_56,S_34,-1
S_56,S_35,-1
S_56,S_36,0
S_56,S_37,-1
S_56,S_37,-1
S_56,S_37,-1
S_56,S_38,-1
S_56,S_39,-1
S_56,S_39,-1
S_56,S_39,-1
S_56,S_40,-1
S_56,S_41,-1
S_56,S_42,-1
S_56,S_42,-1
S_56,S_43,-1
S_56,S_43,-1
S_56,S_44,-1
S_56,S_45,-1
S_56,S_46,0
S_56,S_47,-1
S_56,S_47,-1
S_56,S_47,-1
S_56,S_48,-1
S_56,S_49,-1
S_56,S_50,-1
S_56,S_51,-1
S_56,S_52,-1
S_56,S_53,-1
S_56,S_54,-1
S_56,S_55,0
S_56,S_56,0
S_56,S_57,-1
S_56,S_58,-1
S_56,S_59,-1
S_56,S_60,-1
S_56,S_60,-1
S_56,S_61,-1
S_56,S_61,-1
S_56,S_62,-1
S_56,S_62,-1
S_56,S_63,-1
S_56,S_63,-1
S_56,S_64,-1
S_56,S_64,-1
S_56,S_65,-1
S_56,S_66,-1
S_56,S_67,-1
S_56,S_67,-1
S_56,S_68,-1
S_56,S_69,-1
S_56,S_70,-1
S_56,S_70,-1
S_56,S_71,-1
S_56,S_71,-1
S_56,S_72,-1
S_56,S_73,-1
S_56,S_74,-1
S_56,S_75,-1
S_56,S_76,-1
S_56,S_77,-1
S_56,S_78,-1
S_56,S_78,-1
S_56,S_79,-1
S_56,S_79,-1
S_56,S_80,-1
S_56,S_80,-1
S_56,S_81,-1
S_56,S_82,-1
S_56,S_83,-1
S_56,S_84,-1
S_56,S_85,-1
S_56,S_86,-1
S_56,S_87,-1
S_56,S_88,-1
S_56,S_88,-1
S_56,S_89,-1
S_56,S_89,-1
S_56,S_90,-1
S_56,S_91,-1
S_56,S_92,-1
S_56,S_93,-1
S_56,S_94,-1
S_56,S_95,-1
S_56,S_96,-1
S_56,S_97,-1
S_56,S_98,-1
S_56,S_98,-1
S_56,S_99,-1
S_56,S_99,-1
S_57,Goal,-1
S_57,Goal,-1
S_57,S_00,-1
S_57,S_00,-1
S_57,S_00,-1
S_57,S_01,-1
S_57,S_01,-1
S_57,S_01,-1
S_57,S_02,-1
S_57,S_02,-1
S_57,S_02,-1
S_57,S_03,-1
S_57,S_03,-1
S_57,S_03,-1
S_57,S_04,-1
S_57,S_04,-1
S_57,S_04,-1
S_57,S_05,-1
S_57,S_06,-1
S_57,S_07,-1
S_57,S_08,-1
S_57,S_09,-1
S_57,S_10,-1
S_57,S_10,-1
S_57,S_11,-1
S_57,S_11,-1
S_57,S_12,-1
S_57,S_12,-1
S_57,S_13,-1
S_57,S_13,-1
S_57,S_13,-1
S_57,S_14,-1
S_57,S_14,-1
S_57,S_15,-1
S_57,S_15,-1
S_57,S_16,-1
S_57,S_17,-1
S_57,S_18,-1
S_57,S_19,-1
S_57,S_20,-1
S_57,S_20,-1
S_57,S_21,-1
S_57,S_21,-1
S_57,S_22,-1
S_57,S_22,-1
S_57,S_22,-1
S_57,S_23,-1
S_57,S_23,-1
S_57,S_23,-1
S_57,S_24,-1
S_57,S_24,-1
S_57,S_24,-1
S_57,S_25,-1
S_57,S_25,-1
S_57,S_25,-1
S_57,S_26,-1
S_57,S_27,-1
S_57,S_28,-1
S_57,S_29,-1
S_57,S_29,-1
S_57,S_30,-1
S_57,S_31,-1
S_57,S_32,-1
S_57,S_32,-1
S_57,S_33,-1
S_57,S_33,-1
S_57,S_34,-1
S_57,S_34,-1
S_57,S_34,-1
S_57,S_35,-1
S_57,S_35,-1
S_57,S_35,-1
S_57,S_36,-1
S_57,S_36,-1
S_57,S_36,-1
S_57,S_37,-1
S_57,S_38,-1
S_57,S_39,-1
S_57,S_39,-1
S_57,S_40,-1
S_57,S_41,-1
S_57,S_42,-1
S_57,S_43,-1
S_57,S_44,-1
S_57,S_45,-1
S_57,S_45,-1
S_57,S_46,-1
S_57,S_46,-1
S_57,S_46,-1
S_57,S_47,-1
S_57,S_48,-1
S_57,S_48,-1
S_57,S_49,-1
S_57,S_49,-1
S_57,S_50,-1
S_57,S_51,-1
S_57,S_52,-1
S_57,S_53,-1
S_57,S_54,-1
S_57,S_55,-1
S_57,S_56,-1
S_57,S_57,0
S_57,S_58,0
S_57,S_59,0
S_57,S_60,-1
S_57,S_61,-1
S_57,S_62,-1
S_57,S_63,-1
S_57,S_64,-1
S_57,S_65,-1
S_57,S_65,-1
S_57,S_66,-1
S_57,S_66,-1
S_57,S_67,0
S_57,S_68,-1
S_57,S_69,-1
S_57,S_70,-1
S_57,S_71,-1
S_57,S_72,-1
S_57,S_73,-1
S_57,S_73,-1
S_57,S_74,-1
S_57,S_74,-1
S_57,S_75,-1
S_57,S_75,-1
S_57,S_76,-1
S_57,S_76,-1
S_57,S_77,-1
S_57,S_78,-1
S_57,S_79,-1
S_57,S_80,-1
S_57,S_81,-1
S_57,S_81,-1
S_57,S_82,-1
S_57,S_82,-1
S_57,S_83,-1
S_57,S_83,-1
S_57,S_84,-1
S_57,S_84,-1
S_57,S_85,-1
S_57,S_85,-1
S_57,S_86,-1
S_57,S_86,-1
S_57,S_87,-1
S_57,S_88,-1
S_57,S_89,-1
S_57,S_90,-1
S_57,S_90,-1
S_57,S_91,-1
S_57,S_91,-1
S_57,S_92,-1
S_57,S_92,-1
S_57,S_93,-1
S_57,S_93,-1
S_57,S_94,-1
S_57,S_94,-1
S_57,S_95,-1
S_57,S_95,-1
S_57,S_96,-1
S_57,S_96,-1
S_57,S_97,-1
S_57,S_98,-1
S_57,S_99,-1
S_58,Goal,-1
S_58,S_00,-1
S_58,S_00,-1
S_58,S_01,-1
S_58,S_01,-1
S_58,S_02,-1
S_58,S_02,-1
S_58,S_03,-1
S_58,S_03,-1
S_58,S_04,-1
S_58,S_04,-1
S_58,S_05,-1
S_58,S_05,-1
S_58,S_06,-1
S_58,S_07,-1
S_58,S_08,-1
S_58,S_09,-1
S_58,S_10,-1
S_58,S_10,-1
S_58,S_11,-1
S_58,S_11,-1
S_58,S_12,-1
S_58,S_12,-1
S_58,S_13,-1
S_58,S_13,-1
S_58,S_14,-1
S_58,S_14,-1
S_58,S_15,-1
S_58,S_15,-1
S_58,S_16,-1
S_58,S_17,-1
S_58,S_18,-1
S_58,S_19,-1
S_58,S_20,-1
S_58,S_21,-1
S_58,S_22,-1
S_58,S_22,-1
S_58,S_23,-1
S_58,S_23,-1
S_58,S_24,-1
S_58,S_24,-1
S_58,S_25,-1
S_58,S_25,-1
S_58,S_26,-1
S_58,S_26,-1
S_58,S_27,-1
S_58,S_28,-1
S_58,S_29,-1
S_58,S_30,-1
S_58,S_31,-1
S_58,S_32,-1
S_58,S_33,-1
S_58,S_34,-1
S_58,S_34,-1
S_58,S_35,-1
S_58,S_35,-1
S_58,S_36,-1
S_58,S_36,-1
S_58,S_37,-1
S_58,S_38,-1
S_58,S_39,-1
S_58,S_40,-1
S_58,S_41,-1
S_58,S_42,-1
S_58,S_42,-1
S_58,S_43,-1
S_58,S_43,-1
S_58,S_44,-1
S_58,S_45,-1
S_58,S_46,-1
S_58,S_47,-1
S_58,S_47,-1
S_58,S_48,-1
S_58,S_49,-1
S_58,S_49,-1
S_58,S_50,-1
S_58,S_51,-1
S_58,S_52,-1
S_58,S_53,-1
S_58,S_54,-1
S_58,S_55,-1
S_58,S_56,-1
S_58,S_57,0
S_58,S_58,0
S_58,S_59,0
S_58,S_60,-1
S_58,S_61,-1
S_58,S_62,-1
S_58,S_63,-1
S_58,S_63,-1
S_58,S_64,-1
S_58,S_64,-1
S_58,S_65,-1
S_58,S_65,-1
S_58,S_66,-1
S_58,S_67,-1
S_58,S_68,0
S_58,S_69,-1
S_58,S_70,-1
S_58,S_71,-1
S_58,S_71,-1
S_58,S_72,-1
S_58,S_72,-1
S_58,S_73,-1
S_58,S_73,-1
S_58,S_74,-1
S_58,S_74,-1
S_58,S_75,-1
S_58,S_76,-1
S_58,S_77,-1
S_58,S_78,0
S_58,S_79,-1
S_58,S_80,-1
S_58,S_80,-1
S_58,S_81,-1
S_58,S_81,-1
S_58,S_82,-1
S_58,S_83,-1
S_58,S_84,-1
S_58,S_85,-1
S_58,S_86,-1
S_58,S_87,-1
S_58,S_88,-1
S_58,S_89,-1
S_58,S_90,-1
S_58,S_91,-1
S_58,S_92,-1
S_58,S_93,-1
S_58,S_94,-1
S_58,S_95,-1
S_58,S_96,-1
S_58,S_97,-1
S_58,S_98,-1
S_58,S_99,-1
S_59,Goal,-1
S_59,S_00,-1
S_59,S_00,-1
S_59,S_01,-1
S_59,S_01,-1
S_59,S_02,-1
S_59,S_02,-1
S_59,S_03,-1
S_59,S_03,-1
S_59,S_04,-1
S_59,S_04,-1
S_59,S_05,-1
S_59,S_05,-1
S_59,S_06,-1
S_59,S_06,-1
S_59,S_07,-1
S_59,S_08,-1
S_59,S_09,-1
S_59,S_10,-1
S_59,S_11,-1
S_59,S_11,-1
S_59,S_12,-1
S_59,S_12,-1
S_59,S_13,-1
S_59,S_13,-1
S_59,S_14,-1
S_59,S_14,-1
S_59,S_15,-1
S_59,S_15,-1
S_59,S_16,-1
S_59,S_16,-1
S_59,S_17,-1
S_59,S_17,-1
S_59,S_18,-1
S_59,S_19,-1
S_59,S_20,-1
S_59,S_21,-1
S_59,S_22,-1
S_59,S_23,-1
S_59,S_23,-1
S_59,S_24,-1
S_59,S_24,-1
S_59,S_25,-1
S_59,S_25,-1
S_59,S_26,-1
S_59,S_26,-1
S_59,S_27,-1
S_59,S_27,-1
S_59,S_28,-1
S_59,S_29,-1
S_59,S_30,-1
S_59,S_31,-1
S_59,S_32,-1
S_59,S_33,-1
S_59,S_34,-1
S_59,S_35,-1
S_59,S_35,-1
S_59,S_36,-1
S_59,S_36,-1
S_59,S_37,-1
S_59,S_37,-1
S_59,S_38,-1
S_59,S_38,-1
S_59,S_39,-1
S_59,S_40,-1
S_59,S_41,-1
S_59,S_42,-1
S_59,S_43,-1
S_59,S_44,-1
S_59,S_45,-1
S_59,S_46,-1
S_59,S_47,-1
S_59,S_47,-1
S_59,S_48,-1
S_59,S_48,-1
S_59,S_49,-1
S_59,S_50,-1
S_59,S_51,-1
S_59,S_52,-1
S_59,S_53,-1
S_59,S_54,-1
S_59,S_55,-1
